index,xmin,ymin,xmax,ymax,center_x,center_y,confidence,class,predicted_id,name,componentId,color,key,lineTypeId,group,lineTypeIdNumber,lineTypeName,checked,componentType,distance
72,2429.5173,1760.9609,2488.0186,1801.3375,2458.76795,1781.1492,0.90639037,24,dcda56dc,LL,clnk1xblj003h34aof7r696zx,#0DB2B2,3f4c5048,clwx2951e0002348cj26enjhl,clwx2951e0002348cj26enjhl-0,clwx2951e0002348cj26enjhl-0,115_transformer-2-0,False,optional,724.9818895055198
70,2331.6658,1682.6364,2372.7004,1724.9497,2352.1831,1703.79305,0.9068204,35,55c449cd,v_m,clnk1x9zk002v34aojm2s6xiu,#0DB24C,19249c0f,clwx2951e0002348cj26enjhl,clwx2951e0002348cj26enjhl-0,clwx2951e0002348cj26enjhl-0,115_transformer-2-0,False,optional,703.8691911333117
53,2096.6775,1791.0104,2166.0513,1831.1816,2131.3644,1811.096,0.8715469,31,f1419758,terminator_double,clnk1x9zm003434aoc9i4tm42,#0DB27A,a90bd80e,clwx2951e0002348cj26enjhl,clwx2951e0002348cj26enjhl-0,clwx2951e0002348cj26enjhl-0,115_transformer-2-0,False,optional,364.91378028648455
90,3004.909,1132.4626,3082.5708,1184.8391,3043.7399,1158.65085,0.9014072,2,3f6e9031,115_1way_ds_w_motor,clnk1x9yy001w34ao2t1e12f3,#B2AA0A,a96db1a2,clwx2hny8005c348cwgfkbm1o,clwx2hny8005c348cwgfkbm1o-0,clwx2hny8005c348cwgfkbm1o-0,115_transformer_future-3-0,False,mandatory,5000.0
2,67.23941,2459.944,385.07816,2690.0273,226.15878500000002,2574.98565,0.9077227,15,e01e98bf,22_cap_bank,clnk1x9zg002j34aoox1pjy3x,#0DB24C,48b9b6b0,clwx2ui0x0062348c42jfyv1a,clwx2ui0x0062348c42jfyv1a-0,clwx2ui0x0062348c42jfyv1a-0,22_capacitor_bank-4-0,False,mandatory,5000.0
1,211.09532,1930.8257,239.68068,2038.1765,225.38799999999998,1984.5011,0.88353497,14,fc81d15f,22_breaker,clnk1x9yy001s34aok46x91s6,#3C0DB2,ad240629,clwx2ui0x0062348c42jfyv1a,clwx2ui0x0062348c42jfyv1a-0,clwx2ui0x0062348c42jfyv1a-0,22_capacitor_bank-4-0,False,optional,1183.711903607931
6,293.3443,2136.6953,346.71677,2175.6316,320.030535,2156.16345,0.87619674,23,cd704ca0,DPM,clnk1x9zg002o34ao2g3ii1c9,#B24CCC,45cf8347,clwx2ui0x0062348c42jfyv1a,clwx2ui0x0062348c42jfyv1a-0,clwx2ui0x0062348c42jfyv1a-0,22_capacitor_bank-4-0,False,optional,970.587011926903
7,379.90466,2137.1025,433.80734,2175.8533,406.856,2156.4779,0.89935786,22,eb1725cc,DIM,clnk1xcco003j34ao5ownl25b,#B20D0D,0b0c460c,clwx2ui0x0062348c42jfyv1a,clwx2ui0x0062348c42jfyv1a-0,clwx2ui0x0062348c42jfyv1a-0,22_capacitor_bank-4-0,False,optional,1010.7707781109765
0,176.59718,2268.4534,209.43459,2312.073,193.015885,2290.2632,0.8652542,18,489e5f9e,22_gs,clnk1x9zf002f34aobq6lwoe3,#0D0DB2,6945f5e6,clwx2ui0x0062348c42jfyv1a,clwx2ui0x0062348c42jfyv1a-0,clwx2ui0x0062348c42jfyv1a-0,22_capacitor_bank-4-0,False,optional,755.9991334482229
5,241.17645,2252.16,273.89072,2270.184,257.533585,2261.172,0.7964164,19,ec333d08,22_ll,clnk1x9yz002534ao2aywryg7,#16448c,5ebc515c,clwx2ui0x0062348c42jfyv1a,clwx2ui0x0062348c42jfyv1a-0,clwx2ui0x0062348c42jfyv1a-0,22_capacitor_bank-4-0,False,optional,701.5016587651645
4,216.82259,2286.779,270.25433,2316.2954,243.53846,2301.5371999999998,0.82211286,34,c058e5e4,terminator_w_future,clnk1x9zm003134aon68l1b4l,#0D7AB2,ee5e92d7,clwx2ui0x0062348c42jfyv1a,clwx2ui0x0062348c42jfyv1a-0,clwx2ui0x0062348c42jfyv1a-0,22_capacitor_bank-4-0,False,optional,578.4062043356596
