index,xmin,ymin,xmax,ymax,center_x,center_y,confidence,class,predicted_id,name,componentId,color,key,lineTypeId,lineTypeIdNumber,lineTypeName,checked,componentType
,,,,,,,,,,DPM,,#B24CCC,f199b558,clx49gnv40009349wasoi1xo8,clx49gnv40009349wasoi1xo8-0,22_capacitor_bank-17-0,False,optional
