index,xmin,ymin,xmax,ymax,center_x,center_y,confidence,class,predicted_id,name,componentId,color,key,lineTypeId,group,lineTypeIdNumber,lineTypeName,checked,componentType,distance
14,626.93286,2251.638,657.45276,2270.468,642.1928,2261.053,0.8345482,19,2ae178bb,22_ll,clnk1x9yz002534ao2aywryg7,#16448c,3f9cfd0c,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-0,clwx2951n000m348c9b3qu4fb-0,22_outgoing-5-0,False,optional,449.8792924010784
10,570.53827,2475.813,631.3687,2581.4636,600.9535,2528.6382,0.91495323,17,318f2caf,22_ds_la_out,clnk1x9z1002934aogf3ugt94,#0DB20D,e2ae1139,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-0,clwx2951n000m348c9b3qu4fb-0,22_outgoing-5-0,False,optional,820.2489168102786
12,601.6101,2444.1458,622.6669,2462.9404,612.1385,2453.543,0.83520377,32,460844da,terminator_single,clnk1xat1003b34aovnr93xsf,#0DB2B2,a83c4022,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-0,clwx2951n000m348c9b3qu4fb-0,22_outgoing-5-0,False,optional,699.7686860699234
13,602.41003,2285.9722,656.9455,2319.1802,629.67773,2302.5762,0.8142796,34,95ee4e4d,terminator_w_future,clnk1x9zm003134aon68l1b4l,#0D7AB2,d6edc6b9,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-0,clwx2951n000m348c9b3qu4fb-0,22_outgoing-5-0,False,optional,469.19300090006317
17,799.404,1930.1326,826.34186,2040.9362,812.8729,1985.5344,0.8877881,14,45e833a9,22_breaker,clnk1x9yy001s34aok46x91s6,#3C0DB2,d048311e,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-1,clwx2951n000m348c9b3qu4fb-1,22_outgoing-5-1,False,mandatory,5000.0
15,760.36926,2268.7642,796.44885,2310.7183,778.40906,2289.7412,0.90766394,18,6f41342e,22_gs,clnk1x9zf002f34aobq6lwoe3,#0D0DB2,ea786234,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-1,clwx2951n000m348c9b3qu4fb-1,22_outgoing-5-1,False,optional,597.602163828553
20,828.2074,2252.9087,860.6565,2270.311,844.43195,2261.6099,0.79480755,19,c61f40bd,22_ll,clnk1x9yz002534ao2aywryg7,#16448c,82f633e8,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-1,clwx2951n000m348c9b3qu4fb-1,22_outgoing-5-1,False,optional,414.8670990922586
16,773.9711,2475.806,832.8788,2578.955,803.4249,2527.3804,0.910022,17,b34dc48f,22_ds_la_out,clnk1x9z1002934aogf3ugt94,#0DB20D,2620bdd0,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-1,clwx2951n000m348c9b3qu4fb-1,22_outgoing-5-1,False,optional,802.1656556895933
18,803.5253,2442.762,825.8856,2462.0935,814.70544,2452.4277,0.82579446,32,32f67396,terminator_single,clnk1xat1003b34aovnr93xsf,#0DB2B2,7a6692f1,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-1,clwx2951n000m348c9b3qu4fb-1,22_outgoing-5-1,False,optional,691.0702012600884
19,802.4917,2285.7405,858.91235,2315.6267,830.702,2300.6836,0.8093097,34,214c67ff,terminator_w_future,clnk1x9zm003134aon68l1b4l,#0D7AB2,0da06ab2,clwx2951n000m348c9b3qu4fb,clwx2951n000m348c9b3qu4fb-1,clwx2951n000m348c9b3qu4fb-1,22_outgoing-5-1,False,optional,452.39401102683985
22,979.3258,1929.0603,1005.40204,2042.6128,992.3639,1985.8365,0.8917783,14,7f095e8d,22_breaker,clnk1x9yy001s34aok46x91s6,#3C0DB2,686fd69b,clwx2951l000e348cmiy7vxb8,clwx2951l000e348cmiy7vxb8-0,clwx2951l000e348cmiy7vxb8-0,22_incoming-6-0,False,mandatory,5000.0
